sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
EASH_ECHI_out,0.646368928,0.438365086,0.3168899,0.199584207,0.134387864,0.091679377,0.044081311,0.011286082,-0.009673865,-0.067591859,-0.106826821,-0.13856366,-0.163581471,-0.17275878,-0.182649226,-0.182350472,-0.180080856,-0.176023392,-0.188060733,-0.19954107,-0.212937718,-0.217958472,-0.217494348,-0.224775496
AOFA_STAR_out,0.630271894,0.346035605,0.116420032,-0.074581662,-0.230846194,-0.376254609,-0.512923301,-0.640845197,-0.754225742,-0.879297431,-0.995369278,-1.113869543,-1.269568631,-1.400536733,-1.507880444,-1.607251663,-1.723098479,-1.825423558,-1.918766659,-1.977626884,-2.046978954,-2.11781384,-2.167381098,-2.22938126
AMST_BOST_out,0.618871484,0.405898713,0.296487446,0.250949512,0.227098367,0.174233774,0.107923755,0.035682359,-0.014140056,-0.060255028,-0.103005613,-0.153974814,-0.215824999,-0.268916143,-0.304642094,-0.350083271,-0.400579925,-0.452434121,-0.520848286,-0.578599922,-0.630284728,-0.673497745,-0.711962833,-0.762726703
CHIC_ECHI_in,0.610850811,0.391217091,0.245077462,0.141085212,0.047522999,-0.008121199,-0.07828376,-0.093719228,-0.085880738,-0.12558974,-0.143763266,-0.183287746,-0.185297399,-0.166324763,-0.147837486,-0.136432815,-0.124657238,-0.122805372,-0.157261805,-0.171891662,-0.212969821,-0.226938851,-0.219807919,-0.228478499
AOFA_STAR_in,0.598109181,0.343822151,0.221299227,0.130765547,0.067718764,0.032563891,0.003762762,-0.02658571,-0.043593709,-0.053380505,-0.062341211,-0.067342831,-0.075526107,-0.085527357,-0.09298231,-0.105050196,-0.114802838,-0.124742344,-0.128746255,-0.133901177,-0.139941974,-0.140715709,-0.137254415,-0.133103133
DENV_PNWG_out,0.595781815,0.387717167,0.279262193,0.207254654,0.14647614,0.10004662,0.064318656,0.042650633,0.023739491,0.00558028,-0.009105718,-0.020126373,-0.033516603,-0.044165734,-0.053080627,-0.061555949,-0.071056274,-0.083840661,-0.09414592,-0.098462351,-0.104889056,-0.112747591,-0.116795009,-0.123836037
AMST_LOND_out,0.593258567,0.382355289,0.28304909,0.201912595,0.157825081,0.125847955,0.096436655,0.06188347,0.025568772,0.000574678,-0.022731816,-0.041263596,-0.058839678,-0.080435207,-0.095685458,-0.105178941,-0.114670932,-0.130832583,-0.146562592,-0.164735102,-0.177063898,-0.191406296,-0.206269141,-0.219405046
HOUS_KANS_out,0.586830784,0.323089616,0.172151833,0.064006834,-0.032209113,-0.12318173,-0.202348013,-0.248661207,-0.284515222,-0.311778062,-0.333828901,-0.357682793,-0.371504215,-0.388126848,-0.406352541,-0.417079038,-0.427322045,-0.433812659,-0.441871441,-0.443055938,-0.447753831,-0.460620892,-0.46224832,-0.457327352
CHIC_STAR_out,0.584716885,0.439865318,0.366305212,0.303930953,0.221830544,0.171923342,0.13897945,0.106203415,0.065889145,0.033129687,0.002329069,-0.028534541,-0.053125441,-0.079609371,-0.107341594,-0.141659577,-0.152034094,-0.164760409,-0.186133055,-0.197635487,-0.213243688,-0.23680193,-0.249776566,-0.270242546
HOUS_PANTEX_in,0.561078619,-0.037004947,-0.726959516,-1.415558088,-2.074382798,-2.669470346,-3.214863719,-3.791178674,-4.349324707,-4.915988292,-5.503328763,-6.121404496,-6.742779894,-7.297640291,-7.792268949,-8.241965703,-8.605911316,-8.873089476,-9.100724946,-9.363804553,-9.542193383,-9.755289657,-10.02165075,-10.48824607
HOUS_NASH_in,0.560556249,0.37463075,0.246424048,0.158740119,0.092833271,0.040322814,-0.001654494,-0.030595134,-0.046301304,-0.055798433,-0.062155051,-0.0665055,-0.068292485,-0.061059164,-0.057261091,-0.053947381,-0.050840411,-0.04844099,-0.050393083,-0.047943499,-0.049439468,-0.050484457,-0.046201536,-0.042508987
BOST_STAR_out,0.544252327,0.309698602,0.24604948,0.231789433,0.241168779,0.225283055,0.202601382,0.16908978,0.146620027,0.139661037,0.139829387,0.132170805,0.121191864,0.111911665,0.112173555,0.110766793,0.107396444,0.102783776,0.091564575,0.084162078,0.082465099,0.086958204,0.092924591,0.091937083
BOIS_PNWG_in,0.533440808,0.427829049,0.327248459,0.226848731,0.146344728,0.064080447,0.003266141,-0.054294869,-0.100223785,-0.134743522,-0.152081981,-0.170214995,-0.185078302,-0.196104597,-0.20341653,-0.208571752,-0.213070712,-0.213276301,-0.210821656,-0.207548286,-0.216111058,-0.226406493,-0.249440626,-0.296363759
