Timesteps,75% Efficiency: (0.75),85% Efficiency: (0.85),95% Efficiency: (0.95)
200854,13.22073936,7.812809467,5.700503349
201168,12.97391891,7.548688412,5.565856934
201591,13.08050632,7.573610306,5.696785927
201827,13.14306927,7.794489384,5.634150505
202431,13.09703732,7.670608997,5.867140293
202977,12.94945621,7.452973843,5.525303364
203894,12.97134876,7.476229191,5.583297729
203971,12.87152195,7.561556816,5.592075348
204397,12.89699268,7.558339119,5.636694908
204668,13.04061031,7.497879028,5.699264526
204783,12.57367611,7.819599152,5.634793282
204951,12.70415401,7.652732372,5.412242889
205464,12.80596638,7.63358593,5.476050377
205589,12.6067791,7.581590652,5.342867851
206815,12.49825859,7.458332539,5.503535271
207762,12.55156231,7.382753849,5.253415108
208333,12.48022366,7.623897076,5.224026203
210226,12.21239281,7.501191139,5.345956802
210789,12.58830833,7.590170383,5.685064316
210991,12.53024387,7.578940868,5.50765419
212186,12.52937126,7.612117767,5.379241943
212750,12.59371948,7.603765965,5.575313568
213883,12.56400299,7.390838146,5.21305275
215278,12.59176922,7.531680584,5.375869274
215512,12.54640961,7.65699625,5.434423923
215672,12.5182457,7.579087257,5.446506023
216086,12.60257244,7.497419357,5.596415997
216156,12.7789917,7.670431137,5.783966541
217065,12.3978157,7.454024792,5.657561779
217319,12.30408096,7.496082783,5.735678196
218145,12.25547028,7.590431213,5.580033302
218366,12.21719933,7.673521996,5.540215969
218851,12.21399021,7.437949181,5.629179478
218927,12.04302692,7.58698225,5.303770542
219142,12.01198387,7.592483044,5.400945187
219661,12.05433655,7.576620102,5.305423737
219863,11.92843914,7.571446896,5.573284149
220575,12.1271944,7.589215755,5.52282095
220887,12.21137905,7.436567307,5.380304337
220989,12.03793716,7.334001064,5.35644722
221723,12.17975616,7.480699539,4.994411469
222123,12.37338638,7.292784214,5.431836605
222164,12.11951256,7.477003098,5.233994007
222655,11.90138817,7.28456974,5.324491978
222984,11.89477539,7.365686417,5.132584095
223051,11.90577602,7.304647923,5.191421986
223704,11.96184063,7.217114449,5.307135582
223864,11.77276802,7.429365158,5.055198669
224411,11.80817413,7.134516716,5.301268578
224485,11.72223186,7.172185898,5.36563015
224797,11.74025631,7.214243889,5.384210587
224867,11.74455166,7.317439556,5.268265247
225886,11.71021843,7.215834618,5.424859524
226129,11.76978302,7.248298645,5.522111893
226911,11.61905098,7.258334637,5.538458824
227881,11.5067749,7.332330704,5.420973301
228170,11.61472511,7.168806076,5.424393654
228588,11.7186985,7.120147228,5.337191582
228902,11.40135765,7.144564152,5.335123062
229507,11.55175018,7.204815865,5.362439156
230301,11.62286377,7.337543011,5.233607769
231001,11.41818237,7.151915073,5.336299896
231555,11.56072712,7.088705063,5.132696629
231706,11.48488235,7.194219112,5.270535946
233456,11.43637562,7.145674706,5.186796665
233542,11.35118103,7.221904755,5.130863667
233821,11.43518353,7.133656502,4.998107433
233965,11.39059162,7.093348026,5.163108826
234600,11.42750931,7.127490044,5.066746712
235500,11.45655632,7.047114372,5.071163177
236314,11.49429131,7.145338058,5.064797401
236877,11.45077419,7.080865383,4.883089542
237064,11.39919662,7.213345528,4.878735542
237120,11.35870743,7.151097298,5.098770618
237419,11.40117359,7.166929245,4.824736595
237926,11.33463383,7.144723892,4.956827641
238122,11.36186886,7.074878693,5.096236706
238221,11.39248848,7.112387657,5.139314651
238672,11.00634193,7.195358276,4.857486725
238972,11.24371529,7.235042572,5.024909496
239104,11.30164051,7.0041399,5.115849018
240019,11.33464909,7.395954132,4.923787594
240069,11.25436687,7.197906017,5.074035168
240670,11.26913643,7.12553978,4.985082626
241299,11.05490685,7.244208813,4.967416763
241787,11.06030273,7.267162323,5.09344244
241895,11.08109283,7.164507866,4.877664566
242028,11.21226501,7.085783005,4.845682621
242096,11.12181091,7.197392941,4.958799839
242222,11.35081005,7.164984226,5.04879427
242759,11.19391823,7.272356033,5.001904964
242830,10.98527527,7.167284489,4.818617821
243203,10.87128258,7.164970875,4.89462471
243415,10.84264851,7.286177158,4.794381142
243480,10.95316124,7.232889175,4.959188461
244058,11.37198925,7.302361488,4.971105576
244107,10.86965847,7.107112885,5.060325623
244593,10.70562458,7.542943478,4.798875809
244682,10.78388977,7.117185593,4.895020962
245039,10.74239445,7.387434959,4.843643665
245498,10.6691246,7.322414398,4.819666386
245697,10.79824734,7.292383671,4.945524216
245727,10.76205444,7.087805271,5.034584045
245999,10.7884922,7.363081932,4.982005596
246731,10.68606853,7.247673512,4.919682503
246748,10.64680195,7.267911434,5.276759148
247159,10.71477604,7.186632633,5.347444534
247323,10.70603943,7.206459999,5.416809559
247625,10.72302055,7.310792446,5.368577003
247654,10.55624771,7.227227688,5.468995571
247749,10.78814507,7.145218849,5.648243904
248486,10.66093063,7.099636078,5.328466415
248587,10.70288467,7.136071682,5.521038055
248756,10.76543808,7.562543869,5.445417881
248868,10.55796051,7.012729645,5.162927628
248950,10.75518036,7.299577713,5.318324089
249187,10.63292885,7.115707874,5.139868259
249971,10.45479584,7.119439125,5.178484917
250073,10.38759136,7.195131302,5.185083389
250203,10.54151821,7.187069416,5.389790535
250604,10.71432686,7.133293629,5.142278671
250972,10.85874748,7.16031456,5.093153
251008,10.51280499,7.124804974,4.777316093
251123,10.5298624,7.053202152,4.8052845
251663,10.65085125,7.061469555,4.615613461
252046,10.44083405,6.876818657,4.539585114
252300,10.51711559,7.097506046,4.74932766
252501,10.52011108,6.985602856,4.658580303
253619,10.38775349,7.063637257,4.912615776
253832,10.41696548,6.910643578,4.713886261
254635,10.40035057,6.993489265,4.70040226
254732,10.45725441,6.831670284,4.66803503
254829,10.48892498,7.028488636,4.872564316
255295,10.31146717,6.912726402,4.805441856
256201,10.34980869,6.965296745,4.626188278
256345,10.43586159,6.945357323,4.607616425
256422,10.38881397,6.947430611,4.33578968
256861,10.26182175,7.037321091,4.303162575
257150,10.20330906,7.060540676,4.50399828
257335,10.25225163,7.047065258,4.298979759
257747,10.02786541,7.040559292,4.592586994
258086,10.30913925,7.112027168,4.809952736
258347,10.15875435,7.049492836,4.656235695
258788,10.29608154,7.108467579,4.512989521
259381,10.18652248,6.929633617,4.529455185
259471,10.20915985,6.964092731,4.568624496
259510,10.39897537,7.168194294,4.448568821
259769,10.05147552,7.068871975,4.316887856
260038,9.982209206,6.922932625,4.664509773
260067,10.2215147,6.947863102,4.48765707
260138,10.00323677,6.941043854,4.475024223
260474,10.17893314,6.824652195,4.554362774
260605,10.16022301,6.807559013,4.288446903
260870,10.19349575,6.93735218,4.49790287
260940,10.11569881,6.986464024,4.425778866
261058,10.12655544,6.873123169,4.428674221
261284,10.22584343,7.03031826,4.529576778
261315,10.25652599,7.001635075,4.433415413
261408,10.08965302,7.053078651,4.340040207
261633,10.10341549,6.867599487,4.540739059
261670,10.22633362,6.88023138,4.39102602
262009,9.946596146,7.056117058,4.287988186
262322,10.02803421,6.70824194,4.234012127
262438,9.908397675,6.735704422,4.465221405
262563,10.07001781,6.834999084,4.338299274
262634,9.804286957,6.886926651,4.417026043
262706,9.89772892,6.953990459,4.322704792
262842,9.850108147,6.830297947,4.237937927
262899,9.884922981,6.872309685,4.168836594
263182,9.910672188,6.610188961,4.439170361
263225,9.904907227,6.817698479,4.314568996
263304,9.914445877,6.752189636,4.198084831
263375,9.887466431,6.857552052,4.324484348
264092,9.806751251,6.737185478,4.522894382
264328,9.941455841,6.771383762,4.580735207
264403,9.958129883,6.789966106,4.667527676
264720,9.979616165,6.687503815,4.764057159
264920,10.14263821,6.489124298,4.635034561
264967,10.11321449,6.461232662,4.60814476
265111,10.00529861,6.581161499,4.572682858
266004,10.06375599,6.795116901,4.648114681
266548,9.946828842,6.846579552,4.637282848
266639,9.940694809,6.410229206,4.773862839
266720,9.915650368,6.87366724,4.561783791
267021,9.918419838,6.683627605,4.415421963
267106,9.880360603,6.758186817,4.482001305
267319,10.01805305,6.710077286,4.552845001
267388,9.888800621,6.833526611,4.559139252
267448,9.927633286,6.493007183,4.359557152
267658,9.921988487,6.753740788,4.408044338
267799,9.526568413,6.788498402,4.413765907
268150,9.859969139,6.863570213,4.372670174
268240,9.751112938,6.593005657,4.476172447
268364,9.55049324,6.660446644,4.333026409
268814,9.730736732,6.736040592,4.242440701
269589,9.408849716,6.646025658,4.264720917
269993,9.503516197,6.591902256,4.210804462
270551,9.422213554,6.738934517,4.195703506
270979,9.50724411,6.67839098,4.175168991
271061,9.527751923,6.670734882,4.301035881
271230,9.440839767,6.81977129,4.180658817
271249,9.5704422,6.829519749,4.47530508
271266,9.646562576,6.73698473,4.389187813
271399,9.499759674,6.745593548,4.183092594
271492,9.513384819,6.741856575,4.279236794
271656,9.460172653,6.548065662,4.301563263
272066,9.505982399,6.654770374,4.220194817
272593,9.404799461,6.620355606,4.271244526
273032,9.21887207,6.403665066,4.298995018
273251,9.479804039,6.405352592,4.500347614
273470,9.476263046,6.467689037,4.20851326
273511,9.528190613,6.571925163,4.509429932
273553,9.303530693,6.615980625,4.182449818
273687,9.590553284,6.6707201,4.574163437
273862,9.472757339,6.567452431,4.513064861
274280,9.462917328,6.508301735,4.481673241
274342,9.365180016,6.421870232,4.45065546
274440,9.252256393,6.479002476,4.439640999
274648,9.252392769,6.487021923,4.454935551
275005,9.362470627,6.56009388,4.339949608
275140,9.291880608,6.495404243,4.346942425
275183,9.15174675,6.2943573,4.446070194
275321,8.988530159,6.58454895,4.410838604
275594,9.500836372,6.60042572,4.382479668
275834,9.339194298,6.530731201,4.395008564
276014,9.454614639,6.313794613,4.367827415
276193,9.40780735,6.441480637,4.450502872
276357,9.284189224,6.460287571,4.390589237
276708,9.283299446,6.360686302,4.382002354
276812,9.25916481,6.401553631,4.21543932
277100,9.134181976,6.445475101,4.456802368
277707,9.079790115,6.351773739,4.332792759
277896,9.086232185,6.37004137,4.317648411
277986,9.034994125,6.348955154,4.240362644
278056,9.122068405,6.639804363,4.037407398
278178,9.053641319,6.338345528,3.910860777
278257,8.853134155,6.361261368,4.082949638
278330,9.13511467,6.444462776,4.082099438
278657,8.974299431,6.373178959,4.34686327
279153,9.02208519,6.428934574,4.287448406
279411,8.864064217,6.214715958,4.287679195
279608,8.76757431,6.441090107,4.189018726
279695,8.918067932,6.400864124,4.245151997
279947,8.967158318,6.59566164,4.234179497
280032,8.94237709,6.250535488,4.339824677
280241,8.903337479,6.337988377,4.084668159
280498,8.949163437,6.274018288,4.235852242
280694,8.960144043,6.07202673,4.371047974
280973,8.950342178,6.287327766,4.423461437
281080,8.908370018,6.183685303,4.221990585
281203,8.638571739,6.30990696,4.191953659
281228,8.942440033,6.305271626,4.0753932
281246,8.899877548,6.272948265,4.233623028
281426,9.019233704,6.178425789,4.199471951
281538,8.755383492,6.130300045,4.131567955
281875,8.746123314,6.166383743,4.1203475
282024,8.875890732,6.30191803,4.120172501
282158,8.91047287,6.23722887,4.049114227
282192,8.626584053,6.106157303,4.081914425
282905,8.843912125,6.229105949,4.246331692
283092,9.075819969,6.382193565,4.020624161
283166,8.861434937,6.1664114,4.040564537
283249,8.832816124,6.11920929,3.978423357
283470,8.792211533,6.214509964,4.027486801
284205,8.884943008,6.291178226,4.144064903
284307,8.787092209,6.305776119,4.121141911
284407,8.777936935,6.267496586,4.065418243
284430,9.056629181,6.464256763,4.096717834
284533,8.737578392,6.357526779,4.360746384
284571,8.888160706,6.302497864,4.387947083
284842,8.634335518,6.128439426,4.379852772
284930,8.839975357,6.299608707,4.224625111
284979,8.782719612,6.219108582,4.337313652
285107,8.742795944,6.233703136,4.319545269
285132,8.838547707,6.297653198,4.351932049
285251,8.637426376,6.242445946,4.302608967
285310,8.761649132,6.179643631,4.438872337
285378,8.760129929,6.496523857,4.207873821
285412,8.734816551,6.16353035,4.135951042
285448,8.772511482,6.300885677,4.182400227
285704,8.85423851,6.425519943,3.910179615
285753,9.001006126,5.971491814,4.13984251
285790,8.762651443,6.415043354,3.959865332
286150,8.993750572,6.194290638,4.119963646
286585,8.9529953,6.011084557,4.088038921
286637,8.640202522,6.172314644,4.184339046
286907,8.642886162,6.274590015,4.201412678
287104,8.784421921,6.12468338,3.907938242
287178,8.83736515,6.052163601,4.063123226
287229,8.793849945,6.172574997,3.891689539
287655,8.74795723,6.183885098,4.066812038
287727,8.988877296,6.153361797,3.798706532
288067,8.743098259,6.2038517,3.998201132
288280,8.711583138,5.937656403,3.925343513
288318,8.76646328,6.174607277,3.95405674
288406,8.844817162,6.19836998,3.801452875
288520,8.670378685,6.142703533,3.958178282
288607,8.798999786,6.035855293,3.982815742
289010,8.817491531,6.226958752,4.004010201
289294,8.679332733,6.150934219,3.919742107
289557,8.831447601,6.165473938,3.79581213
289727,8.839925766,6.244225502,3.867893934
289806,8.804285049,6.290066242,3.733551979
289827,8.737391472,6.054499626,3.912603378
289905,8.74868679,6.3717103,3.8065238
290000,8.955818176,6.264544487,3.835934162
290454,8.578660965,6.174463749,4.072562695
290527,8.658432007,6.2929883,3.820486307
291008,8.618356705,6.116113663,3.763357401
291025,8.569070816,6.321946144,3.854271412
291057,8.839065552,6.283663273,3.972562075
291102,8.650103569,6.193995953,3.967903614
291306,8.523526192,6.057539463,4.002030373
291657,8.437773705,6.126157761,4.085642815
291864,8.686113358,6.001208305,4.071901798
291926,8.596495628,6.016602039,4.103906155
292400,8.427823067,6.135249615,4.059603691
293313,8.271998405,6.132324696,3.880623817
293333,8.448782921,6.162053108,3.989617109
293606,8.391833305,6.000620842,3.731593609
293809,8.377419472,5.981068134,3.79508996
293870,8.34008503,5.963099957,3.785545588
294143,8.170886993,6.030896664,3.810979843
294262,8.49294281,5.85993576,3.702807665
294367,8.263750076,6.064715385,3.824516296
294445,8.418723106,6.043952942,3.91741395
294700,8.334830284,6.163494587,3.781705141
294890,8.361170769,5.961915493,3.827125072
294911,8.538111687,6.174710751,3.765712023
294933,8.366583824,6.100575447,4.144309044
295169,8.256270409,6.079911709,3.702044964
295278,8.308362007,5.919380665,3.583058596
295598,8.308795929,6.009356976,3.654516459
295723,8.20140934,6.046118259,3.810786247
295767,8.195253372,6.032855034,3.879764557
295961,8.228722572,6.086166859,3.841594696
295994,8.133140564,5.920449734,3.862253428
296227,8.209291458,6.002230644,3.908860445
296499,8.025959969,6.006258011,3.696154833
296652,8.332062721,6.068162441,3.797335386
296685,8.187449455,5.982597828,3.772483826
296719,8.003109932,6.053608418,3.792726517
296807,8.34748745,5.803246975,3.964929104
297274,7.986370087,5.973679066,3.857027054
297310,8.033900261,5.903644085,3.795614004
297421,7.971479893,5.908739567,3.743418217
297634,8.108939171,5.863552094,3.797369003
297763,8.084244728,5.891466618,3.784760714
298051,7.977109909,5.937401295,3.940085411
298079,8.112995148,5.838814259,3.902736664
298183,8.008876801,5.727799892,3.959949017
298212,7.995636463,5.817885399,4.031795502
298527,7.975228786,5.741953373,3.864449978
298856,8.107824326,5.775338173,3.997733355
298892,7.944963932,5.872799397,4.023741722
298918,7.846867561,5.860933781,4.228466034
298958,7.867840767,5.694643021,4.195616245
299055,7.827070236,5.944738388,4.13174057
299099,7.880309105,5.768601418,4.492328167
299431,7.947767735,5.872944355,4.419989109
299517,7.807194233,5.627601624,4.438958645
299783,8.134284019,5.842997074,4.292180061
299875,7.923114777,5.834421158,4.382704735
300052,7.903428555,5.488788128,4.132402897
300093,7.8020854,5.680605412,4.288312435
300151,7.914504051,5.637266636,4.284614086
300209,7.891807079,5.656433582,4.102000237
300308,7.981052399,5.644304276,4.123231888
300366,7.695201874,5.534795761,4.216713905
300600,7.727824211,5.797741413,3.932806015
300643,7.809817314,5.655145645,4.084696293
300679,8.060128212,5.579911232,4.068115711
300752,8.084583282,5.755837917,4.028865814
301144,7.836456776,5.956737518,3.745822906
301232,7.861701488,5.783363819,3.691802979
301462,7.893555164,5.719816685,4.014685154
301513,7.869260788,5.647541523,3.9095819
302215,7.802406311,5.875236511,3.859677076
302304,7.647377491,5.693873405,3.730373621
302442,7.74942112,5.709692001,3.83752656
302483,7.929285049,5.671990871,3.872162104
302630,7.89155817,5.588396549,3.816191196
302801,7.613061905,5.527407169,3.731822014
302828,7.932871819,5.359931469,3.681837082
302867,7.806287289,5.573278904,3.840543985
303100,7.825818062,5.547502518,3.733816147
303261,7.73694849,5.569917679,3.841541052
303521,7.963174343,5.602705479,3.656380177
303760,7.644274712,5.493133545,3.745288134
303784,7.534304619,5.626064777,3.699504614
303877,7.694754601,5.527554035,3.88626647
303911,7.861311913,5.803983688,3.966157913
303935,7.659873486,5.680157661,3.934704542
304012,7.710415363,5.541320801,3.803616524
304237,8.028777122,5.452831268,3.704483032
304412,7.690609932,5.603244305,3.789330006
304433,7.597229004,5.66642046,3.635978222
304593,7.63740921,5.616717339,3.59256649
304680,7.892753601,5.602981567,3.769832134
304733,7.757974625,5.534983158,3.70485425
304781,7.652355194,5.662421703,3.781117439
304803,7.620325089,5.432008266,3.589250803
304899,7.668735504,5.546790123,4.068846226
304950,7.819461346,5.476067543,3.855345964
304988,7.576517105,5.359743118,3.460559368
305005,7.793887138,5.459553719,3.682855844
305149,7.659389973,5.526357651,3.712939262
305201,7.753192425,5.391541004,3.594310045
305421,7.807033062,5.513603687,3.704703331
305462,7.764401913,5.371240616,3.672891855
305583,7.73019743,5.538622379,3.696766853
305799,7.704633713,5.427779198,3.669378996
306270,7.634705067,5.392692089,3.518004179
306693,7.553830147,5.381104469,3.825345039
306777,7.573788166,5.12483263,3.862813711
306943,7.524177551,5.285590172,3.731812
307170,7.54599905,5.059000015,3.416890383
307267,7.513246059,5.320045471,3.764400959
307476,7.76309967,5.285437584,3.776013374
307765,7.557514191,5.428797245,3.787173986
307961,7.401796341,5.429028511,3.42493391
308003,7.547570705,5.33386898,3.611586809
308247,7.343742371,5.338890553,3.756868124
308491,7.547777653,5.188920021,3.573941231
308535,7.740756512,5.355665207,3.585599184
308549,7.292429447,5.418303967,3.551073313
308605,7.701161861,5.362943172,3.796565771
308805,7.547626019,5.461461544,3.737279415
309022,7.596574783,5.36515379,3.742336035
309133,7.461130142,5.469573021,3.578977823
309452,7.506282806,5.665143967,3.608063698
310159,7.344942093,5.38973093,3.608388901
310387,7.127637863,5.539022923,3.705276728
310696,7.305378437,5.283381939,3.762214422
310776,7.264755726,5.533990383,3.530397415
310820,7.249067307,5.340869904,3.490628719
310916,7.210923672,5.286859035,3.700525999
311005,7.357738018,5.424628258,3.808865547
311028,7.211443901,5.295995712,3.679842472
311337,7.141269684,5.24066925,3.617658377
311420,7.191221714,5.285339355,3.618991852
311485,7.299873352,5.412449837,3.656122923
311570,6.98964262,5.264083862,3.611276865
311637,7.230298996,5.326438904,3.738796473
311707,7.165634155,5.574862003,3.410583735
311832,7.238612175,5.427002907,3.495424509
311858,7.237056732,5.376943588,3.561395884
311890,7.004296303,5.268678665,3.555460453
311959,7.139020443,5.395671844,3.495806217
312218,7.204208851,5.474160671,3.450071096
312257,7.166991234,5.50242281,3.577637434
312377,7.230806828,5.513879776,3.459436893
312450,7.165406227,5.471084118,3.606984138
312534,7.079344749,5.238404751,3.560718775
312653,7.224135876,5.469483376,3.527232885
312685,7.122935295,5.34700489,3.490016699
312746,7.134924412,5.391619682,3.503457069
312926,7.128495693,5.277803421,3.317646503
313157,7.14465189,5.369578362,3.471331596
313256,7.168121815,5.540690422,3.339949608
313561,7.171066284,5.536960125,3.542325974
313593,6.956136703,5.4539814,3.499137878
313685,7.03239584,5.48329258,3.510300636
